EventId,EventTemplate
E253,"<*>,-,<*>,<*>.<*>.<*>,R06-M0-NC-I:J18-U11,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R06-M0-NC-I:J18-U11,RAS,APP,FATAL,""ciod: Error loading /home.old/glosli/src/ddcMD/ddcMD1.<*>.<*>/bin/ddcMDGbglV: invalid or missing program image, No such file or directory"",E28,""ciod: Error loading <*>: invalid or missing program image, No such file or directory"""
E254,"<*>,-,<*>,<*>.<*>.<*>,R15-M0-NC-I:J18-U11,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R15-M0-NC-I:J18-U11,RAS,APP,FATAL,""ciod: Error loading /home.old/glosli/src/ddcMD/ddcMD1.<*>.18a/bin/ddcMDGbglV: invalid or missing program image, No such file or directory"",E28,""ciod: Error loading <*>: invalid or missing program image, No such file or directory"""
E255,"<*> torus sender z- retransmission error(s) (dcr <*>) detected and corrected over <*> seconds,E11,<*> torus sender z- retransmission error(s) (dcr <*>) detected and corrected over <*> seconds"
E256,"<*> Error reading message prefix on CioStream socket to <*>:<*>, <*> <*> <*> <*> Error reading message prefix on CioStream socket to <*>:<*>, <*> <*> <*> <*>"
E257,"<*>,-,<*>,<*>.<*>.<*>,R55-M0-N9-C:J06-U11,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R55-M0-N9-C:J06-U11,RAS,KERNEL,INFO,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected over <*> seconds,E14,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected over <*> seconds"
E258,"<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds"",E1,""<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds"""
E259,"<*> Error loading /g/g90/glosli/src/ddcMD/ddcMD1.<*>.<*>/bin/ddcMDbglV: invalid or missing program image, No such file or directory"",E28,""ciod: Error loading <*>: invalid or missing program image, No such file or directory"""
E260,"<*> Error loading /bgl/apps/SWL/stability/HPL/WORK/<*>./hpl_DD: invalid or missing program image, No such file or directory"",E28,""ciod: Error loading <*>: invalid or missing program image, No such file or directory"""
E261,"<*>,APPCHILD,<*>,<*>.<*>.<*>,R12-M1-NC-I:J18-U11,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R12-M1-NC-I:J18-U11,RAS,APP,FATAL,ciod: Error creating node map from file /p/gb2/cabot/miranda/newmaps/8k_128x64x1_8x4x4.map: No child processes,E23,ciod: Error creating node map from file <*>: No child processes"
E262,"<*>,-,<*>,<*>.<*>.<*>,R36-M1-N4-I:J18-U01,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R36-M1-N4-I:J18-U01,RAS,APP,FATAL,ciod: Error creating node map from file /p/gb2/welcome3/32k_128x256x1_8x4x4.map: Bad file descriptor,E21,ciod: Error creating node map from file <*>: Bad file descriptor"
E263,"<*>,-,<*>,<*>.<*>.<*>,R16-M1-NC-I:J18-U11,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R16-M1-NC-I:J18-U11,RAS,APP,FATAL,ciod: Error creating node map from file /p/gb2/pakin1/sweep3d-5x5x400-10mk-3mmi-1024pes-xyzt/xyzt.map: Block device required,E22,ciod: Error creating node map from file <*>: Block device required"
E264,"<*>,-,<*>,<*>.<*>.<*>,UNKNOWN_LOCATION,<*>-<*>-<*>-<*>.<*>.<*>.<*>,UNKNOWN_LOCATION,NULL,DISCOVERY,INFO,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>,E88,New ido chip inserted into the database: <*> ip=<*> v=<*> t=<*>"
E265,"<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected,E13,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected"
E266,"<*>,-,<*>,<*>.<*>.<*>,R73-M0-N4-I:J18-U11,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R73-M0-N4-I:J18-U11,RAS,APP,FATAL,""ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/Gunnels/VNM64/vnm.rts: invalid or missing program image, Permission denied"",E26,""ciod: Error loading /<*>: invalid or missing program image, Permission denied"""
E267,"<*>,-,<*>,<*>.<*>.<*>,R62-M1-N8-I:J18-U01,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R62-M1-N8-I:J18-U01,RAS,APP,FATAL,""ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied"",E26,""ciod: Error loading /<*>: invalid or missing program image, Permission denied"""
E268,"<*> Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied"",E26,""ciod: Error loading /<*>: invalid or missing program image, Permission denied"""
E269,"<*> Error loading /bgl/apps/followup/SPASM/spasm.<*>: invalid or missing program image, Permission denied"",E26,""ciod: Error loading /<*>: invalid or missing program image, Permission denied"""
E270,"<*>,-,<*>,<*>.<*>.<*>,R26-M0-N4-I:J18-U11,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R26-M0-N4-I:J18-U11,RAS,APP,FATAL,""ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/hpcc-<*>.<*>.<*>.102905_opt_essl_cpm: invalid or missing program image, Permission denied"",E26,""ciod: Error loading /<*>: invalid or missing program image, Permission denied"""
E271,"<*>,-,<*>,<*>.<*>.<*>,R54-M1-N8-I:J18-U01,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R54-M1-N8-I:J18-U01,RAS,APP,FATAL,""ciod: Error loading /g/g0/spelce1/HPCC_IBM/Urgent/COP/64K/RandomAccess.64R.rts: invalid or missing program image, Permission denied"",E26,""ciod: Error loading /<*>: invalid or missing program image, Permission denied"""
E272,"<*> Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied"",E26,""ciod: Error loading /<*>: invalid or missing program image, Permission denied"""
E273,"<*>,-,<*>,<*>.<*>.<*>,R64-M1-N4-I:J18-U01,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R64-M1-N4-I:J18-U01,RAS,APP,FATAL,""ciod: Error loading /bgl/apps/followup/SPaSM_static/SPaSM.<*>-<*>: invalid or missing program image, Permission denied"",E26,""ciod: Error loading /<*>: invalid or missing program image, Permission denied"""
E274,"<*> of <*> ddr error(s) detected and corrected over <*> seconds,E119,total of <*> ddr error(s) detected and corrected over <*> seconds"
E275,"<*>,-,<*>,<*>.<*>.<*>,R20-M1-N4-I:J18-U01,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R20-M1-N4-I:J18-U01,RAS,APP,FATAL,""ciod: Error loading /p/gb1/stella/SPPM/<*>/sppm_DD: invalid or missing program image, Permission denied"",E26,""ciod: Error loading /<*>: invalid or missing program image, Permission denied"""
E276,"<*>,-,<*>,<*>.<*>.<*>,R27-M0-N4-I:J18-U11,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R27-M0-N4-I:J18-U11,RAS,APP,FATAL,""ciod: Error loading /bgl/apps/SWL/stability/MDCASK/WORK/<*>/inferno: invalid or missing program image, Permission denied"",E26,""ciod: Error loading /<*>: invalid or missing program image, Permission denied"""
E277,"<*> Error loading /p/gb1/stella/UMT2K/<*>/umt2k_DD: invalid or missing program image, Permission denied"",E26,""ciod: Error loading /<*>: invalid or missing program image, Permission denied"""
E278,"<*>,-,<*>,<*>.<*>.<*>,R06-M0-N4-I:J18-U01,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R06-M0-N4-I:J18-U01,RAS,APP,FATAL,""ciod: Error loading /bgl/apps/SWL/stability/NEWS05/news05_DD: invalid or missing program image, Permission denied"",E26,""ciod: Error loading /<*>: invalid or missing program image, Permission denied"""
E279,"<*>,-,<*>,<*>.<*>.<*>,R76-M1-N0-I:J18-U01,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R76-M1-N0-I:J18-U01,RAS,APP,FATAL,""ciod: Error loading /g/g0/spelce1/Tuned/SPaSM-base/rundir/SPaSM.baseline: invalid or missing program image, Permission denied"",E26,""ciod: Error loading /<*>: invalid or missing program image, Permission denied"""
E280,"<*>,-,<*>,<*>.<*>.<*>,R62-M0-N4-I:J18-U01,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R62-M0-N4-I:J18-U01,RAS,APP,FATAL,""ciod: Error loading /g/g24/buber/Yunsic/BlueGene/partad.develf/taddriver.<*>.exe: program image too big, <*> > <*>"",E27,""ciod: Error loading /<*>: program image too big, <*> > <*>"""
E281,"<*>,-,<*>,<*>.<*>.<*>,UNKNOWN_LOCATION,<*>-<*>-<*>-<*>.<*>.<*>.<*>,UNKNOWN_LOCATION,NULL,DISCOVERY,INFO,Ido chip status changed: FF:F2:9F:<*>:E2:<*>:<*>:0D:<*>:E9:1D:DC ip=<*> v=<*> t=<*> status=M Fri Jul <*> <*>:<*>:<*> PDT <*>,E73,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>"
E282,"<*>,-,<*>,<*>.<*>.<*>,UNKNOWN_LOCATION,<*>-<*>-<*>-<*>.<*>.<*>.<*>,UNKNOWN_LOCATION,NULL,DISCOVERY,INFO,Ido chip status changed: FF:F2:9F:<*>:EB:<*>:<*>:0D:<*>:E9:<*>:D8 ip=<*> v=<*> t=<*> status=M Thu Aug <*> <*>:<*>:<*> PDT <*>,E73,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>"
E283,"<*>,-,<*>,<*>.<*>.<*>,UNKNOWN_LOCATION,<*>-<*>-<*>-<*>.<*>.<*>.<*>,UNKNOWN_LOCATION,NULL,DISCOVERY,INFO,Ido chip status changed: FF:F2:9F:<*>:7E:6E:<*>:0D:<*>:EA:<*>:<*> ip=<*> v=<*> t=<*> status=M Thu Aug <*> <*>:<*>:<*> PDT <*>,E73,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>"
E284,"<*>,-,<*>,<*>.<*>.<*>,UNKNOWN_LOCATION,<*>-<*>-<*>-<*>.<*>.<*>.<*>,UNKNOWN_LOCATION,NULL,DISCOVERY,INFO,Ido chip status changed: FF:F2:9F:<*>:DC:<*>:<*>:0D:<*>:E9:<*>:7E ip=<*> v=<*> t=<*> status=M Tue Aug <*> <*>:<*>:<*> PDT <*>,E73,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>"
E285,"<*>,-,<*>,<*>.<*>.<*>,UNKNOWN_LOCATION,<*>-<*>-<*>-<*>.<*>.<*>.<*>,UNKNOWN_LOCATION,NULL,DISCOVERY,INFO,Ido chip status changed: FF:F2:9F:<*>:7B:E0:<*>:0D:<*>:EA:<*>:1F ip=<*> v=<*> t=<*> status=M Sat Sep <*> <*>:<*>:<*> PDT <*>,E73,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>"
E286,"<*> torus receiver z+ input pipe error(s) (dcr <*>) detected and corrected,E10,<*> torus receiver z+ input pipe error(s) (dcr <*>) detected and corrected"
E287,"<*> Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error"",E25,""ciod: Error loading /<*>: invalid or missing program image, Exec format error"""
E288,"<*>,-,<*>,<*>.<*>.<*>,R06-M1-N6-C:J15-U01,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R06-M1-N6-C:J15-U01,RAS,KERNEL,INFO,<*> torus receiver x+ input pipe error(s) (dcr <*>) detected and corrected,E8,<*> torus receiver x+ input pipe error(s) (dcr <*>) detected and corrected"
E289,"<*>,-,<*>,<*>.<*>.<*>,R13-M0-N2-C:J09-U01,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R13-M0-N2-C:J09-U01,RAS,KERNEL,INFO,<*> torus receiver y+ input pipe error(s) (dcr <*>) detected and corrected,E9,<*> torus receiver y+ input pipe error(s) (dcr <*>) detected and corrected"
E290,"<*> Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image, Exec format error"",E25,""ciod: Error loading /<*>: invalid or missing program image, Exec format error"""
E291,"<*>,-,<*>,<*>.<*>.<*>,R30-M1-N3-C:J13-U01,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R30-M1-N3-C:J13-U01,RAS,KERNEL,INFO,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,E6,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds"
E292,"<*>,-,<*>,<*>.<*>.<*>,R20-M0-N8-I:J18-U01,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R20-M0-N8-I:J18-U01,RAS,KERNEL,INFO,ciod: duplicate canonical-rank <*> to logical-rank <*> mapping at line <*> of node map file /p/gb2/pakin1/sweep3d-5x5x400-10mk-3mmi-1024pes-sweep/sweep.map,E20,ciod: duplicate canonical-rank <*> to logical-rank <*> mapping at line <*> of node map file /<*>"
E293,"<*>,-,<*>,<*>.<*>.<*>,R23-M0-N0-I:J18-U01,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R23-M0-N0-I:J18-U01,RAS,KERNEL,INFO,ciod: Z coordinate <*> exceeds physical dimension <*> at line <*> of node map file /p/gb2/pakin1/contention-32768cpes-torus/xyzt-1x1x32768x1.map,E42,ciod: Z coordinate <*> exceeds physical dimension <*> at line <*> of node map file /<*>"
E294,"<*> Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed"
E295,"<*> input interrupt (unit=<*> bit=<*>): warning for <*> <*> wire, suppressing further interrupts of same <*> input interrupt (unit=<*> bit=<*>): warning for <*> <*> wire, suppressing further interrupts of same type"""
E296,"<*>,KERNTERM,<*>,<*>.<*>.<*>,R20-M1-N8-C:J12-U01,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R20-M1-N8-C:J12-U01,RAS,KERNEL,FATAL,""rts: kernel terminated for reason 1001rts: bad message header: invalid cpu, type=<*>, cpu=<*>, index=<*>, total=<*>"",E112,""rts: kernel terminated for reason <*>: bad message header: invalid cpu, type=<*>, cpu=<*>, index=<*>, total=<*>"""
E297,"<*>,-,<*>,<*>.<*>.<*>,R00-M0-N6-C:J03-U11,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R00-M0-N6-C:J03-U11,RAS,KERNEL,FATAL,rts tree/torus link training failed: wanted: B C X+ X- Y+ Y- Z+ Z- got: B C X- Y- Z+ Z-,E109,rts tree/torus link training failed: wanted: <*> got: <*>"
E298,"<*>,-,<*>,<*>.<*>.<*>,R10-M1-N2,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R10-M1-N2,NULL,HARDWARE,WARNING,""PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:<*>:E0:DA:<*>:0D:<*>:E9:1F:<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>"",E95,""PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>"""
E299,"<*>,-,<*>,<*>.<*>.<*>,R00-M0-N2,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R00-M0-N2,NULL,DISCOVERY,ERROR,""Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*>.<*> volt rail is OK. The <*>.<*> volt rail is OK."",E91,""Node card status: ALERT <*>, ALERT <*>, ALERT <*>, ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*>.<*> volt rail is OK. The <*>.<*> volt rail is OK."""
E300,"<*> card VPD check: U11 node in processor card slot <*> do not match. VPD ecid <*> found <*> card VPD check: U<*> node in processor card slot J<*> do not match. VPD ecid <*>, found <*>"""
E301,"<*> card VPD check: U01 node in processor card slot <*> do not match. VPD ecid <*> found <*> card VPD check: U<*> node in processor card slot J<*> do not match. VPD ecid <*>, found <*>"""
E302,"<*>,-,<*>,<*>.<*>.<*>,R62-M1-NC-I:J18-U11,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R62-M1-NC-I:J18-U11,RAS,KERNEL,INFO,""ciod: In packet from node <*>.<*> (R62-M1-Nf-C:J03-U11), message code <*> is not <*> or <*> (softheader=003b005b <*> <*> <*>)"",E35,""ciod: In packet from node <*>.<*> (<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)"""
E303,"<*>,-,<*>,<*>.<*>.<*>,R05-M0-N1-C:J06-U11,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R05-M0-N1-C:J06-U11,RAS,KERNEL,FATAL,rts: bad message header: expecting type <*> instead of type <*> (softheader=00131db8 81aa0003 <*> <*>) PSR0=00001f01 PSR1=<*> PRXF=<*> PIXF=<*>,E110,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>"
E304,"<*> card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*>.<*> volt rail is OK. The <*>.<*> volt rail is OK.,E92,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*>.<*> volt rail is OK. The <*>.<*> volt rail is OK."
E305,"<*> receiving packet on tree network, expecting type <*> instead of type <*> <*> <*> <*> <*>) <*> PSR1=<*> PRXF=<*> PIXF=<*>"",E60,""Error receiving packet on tree network, expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>"""
E306,"<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,E7,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr."
E307,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."",E12,""<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."""
E308,"<*> detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>"",E78,""Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>"""
E309,"<*>,-,<*>,<*>.<*>.<*>,R62-M1-NA-C:J04-U01,<*>-<*>-<*>-<*>.<*>.<*>.<*>,R62-M1-NA-C:J04-U01,RAS,KERNEL,FATAL,fpr29=<*> ffffffff ffffffff ffffffff,E65,fpr29=<*>"
